tanggal,PM2.5,PM10,SO2,NO2,CO,O3
04/11/2013,66,93,9,68,1200,12.6378
05/11/2013,45,53,7,52,800,19.278
05/11/2013,55,84,8,67,1200,12.2094
05/11/2013,56,76,9,64,1300,11.3526
05/11/2013,51,58,9,62,1100,9.4248
05/11/2013,57,89,10,62,1100,10.0674
05/11/2013,58,68,10,60,1000,10.71
05/11/2013,54,61,7,57,900,9.4248
05/11/2013,69,85,9,60,1100,9.8532
05/11/2013,83,117,12,60,1200,10.0674
05/11/2013,87,118,16,64,1500,10.9242
05/11/2013,95,114,24,73,1300,13.2804
05/11/2013,105,165,22,80,1500,11.1384
05/11/2013,130,182,25,88,1500,12.4236
05/11/2013,128,184,28,93,1500,14.7798
05/11/2013,134,183,37,86,1400,24.2046
05/11/2013,153,170,42,82,1500,29.988
05/11/2013,156,166,42,85,1500,27.4176
05/11/2013,154,179,34,96,1600,16.4934
05/11/2013,178,203,25,113,1900,9.2106
05/11/2013,181,195,21,109,2100,10.0674
05/11/2013,165,167,22,98,1800,9.2106
05/11/2013,139,150,18,92,1800,10.9242
05/11/2013,130,137,15,89,1700,8.7822
05/11/2013,125,136,13,86,1700,10.0674
06/11/2013,127,129,11,83,1600,11.781
06/11/2013,119,123,10,79,1500,11.5668
06/11/2013,114,118,10,79,1500,11.3526
06/11/2013,113,113,8,78,1300,10.9242
06/11/2013,108,115,9,78,1300,1.071
06/11/2013,137,143,9,80,1800,1.4994
06/11/2013,113,113,7,81,1500,0.6426
06/11/2013,139,143,7,79,2000,2.142
06/11/2013,146,175,6,78,2400,1.4994
06/11/2013,201,254,16,99,2750,2.3562
06/11/2013,223,273,28,108,2600,1.2852
06/11/2013,128,144,32,65,1200,22.491
06/11/2013,42,106,20,27,400,45.6246
06/11/2013,32,170,10,21,300,56.1204
06/11/2013,23,98,5,17,300,62.118
06/11/2013,10,56,4,16,200,60.6186
06/11/2013,12,57,3,16,200,58.6908
06/11/2013,15,76,3,16,200,51.1938
06/11/2013,14,70,3,20,200,43.0542
06/11/2013,8,75,3,15,200,50.9796
06/11/2013,11,72,3,12,200,52.9074
06/11/2013,5,40,4,19,200,41.9832
06/11/2013,10,31,4,20,200,37.6992
06/11/2013,3,18,4,14,200,43.4826
07/11/2013,5,12,5,19,200,37.2708
07/11/2013,8,10,4,14,200,42.6258
07/11/2013,6,9,6,30,200,24.8472
07/11/2013,8,12,9,39,300,16.7076
07/11/2013,7,10,8,37,400,18.6354
07/11/2013,10,17,6,35,400,17.136
07/11/2013,18,28,6,35,400,14.5656
07/11/2013,3,10,12,35,500,15.2082
07/11/2013,18,29,21,42,600,12.4236
07/11/2013,21,43,20,36,600,18.207
07/11/2013,43,63,26,46,800,14.3514
07/11/2013,26,34,20,35,500,26.775
07/11/2013,22,26,14,29,400,36.6282
07/11/2013,26,40,12,36,400,37.485
07/11/2013,23,44,12,32,400,43.4826
07/11/2013,29,66,18,33,400,49.4802
07/11/2013,38,80,17,38,500,45.4104
07/11/2013,44,82,17,48,500,31.7016
07/11/2013,54,103,13,69,800,10.0674
07/11/2013,72,105,13,76,1200,2.9988
07/11/2013,56,74,14,58,800,11.781
07/11/2013,48,69,15,49,700,16.065
07/11/2013,59,85,18,60,1000,8.3538
07/11/2013,53,68,13,49,800,13.7088
08/11/2013,50,65,12,41,800,19.9206
08/11/2013,57,71,10,47,1000,11.9952
08/11/2013,64,79,9,54,1400,5.1408
08/11/2013,60,61,9,52,1100,4.9266
08/11/2013,55,72,10,45,800,9.4248
08/11/2013,60,75,11,53,1000,4.4982
08/11/2013,62,67,12,49,900,6.2118
08/11/2013,66,79,12,49,1000,4.4982
08/11/2013,74,90,16,48,1100,5.7834
08/11/2013,77,99,26,46,1100,7.2828
08/11/2013,100,135,31,62,1700,4.9266
08/11/2013,102,126,38,73,1400,8.568
08/11/2013,98,118,42,72,1300,12.4236
08/11/2013,96,123,42,76,1600,14.5656
08/11/2013,120,133,42,85,1800,15.4224
08/11/2013,135,145,42,95,1900,12.6378
08/11/2013,137,162,42,106,1900,8.1396
08/11/2013,152,177,42,114,2100,2.3562
08/11/2013,168,204,42,117,2600,2.9988
08/11/2013,209,239,42,117,2750,5.7834
08/11/2013,164,167,42,103,2500,0.6426
08/11/2013,192,214,42,107,2750,6.426
08/11/2013,201,221,42,107,2750,4.4982
08/11/2013,199,221,42,102,2750,3.8556
09/11/2013,181,182,42,101,2750,0.8568
09/11/2013,172,182,42,97,2750,1.9278
09/11/2013,181,186,31,97,2750,1.2852
09/11/2013,170,172,38,95,2700,1.3923
09/11/2013,169,172,37,95,2600,1.4994
09/11/2013,156,112,42,88,2000,0.8568
09/11/2013,121,112,42,89,1600,2.142
09/11/2013,113,123,42,91,1900,2.3562
09/11/2013,134,134,42,88,1900,3.6414
09/11/2013,120,125,42,82,1700,2.9988
09/11/2013,103,110,42,72,1600,7.497
09/11/2013,73,110,42,55,1100,16.7076
09/11/2013,63,70,42,54,1100,16.7076
09/11/2013,46,48,42,48,900,20.5632
09/11/2013,49,54,42,48,800,17.9928
09/11/2013,40,50,39,45,700,19.7064
09/11/2013,22,24,15,28,400,35.9856
09/11/2013,22,24,15,28,200,49.4802
09/11/2013,11,62,14,14,200,49.0518
09/11/2013,7,32,22,17,200,44.1252
09/11/2013,7,22,14,15,200,43.6968
09/11/2013,3,7,9,17,300,39.8412
09/11/2013,3,6,22,15,200,39.1986
09/11/2013,3,6,24,14,200,48.6234
10/11/2013,3,6,4,8,200,66.1878
10/11/2013,3,9,2,7,200,68.544
10/11/2013,6,19,2,7,200,68.544
10/11/2013,3,20,4,9,200,63.4032
10/11/2013,3,23,8,13,200,56.5488
10/11/2013,7,53,13,15,200,52.9074
10/11/2013,11,40,19,16,300,52.2648
10/11/2013,6,27,17,14,300,53.3358
10/11/2013,6,27,17,14,300,53.1216
10/11/2013,5,43,10,13,300,54.4068
10/11/2013,14,49,12,17,300,52.9074
10/11/2013,9,62,15,18,400,54.8352
10/11/2013,10,58,19,19,400,54.8352
10/11/2013,12,50,14,19,400,54.4068
10/11/2013,12,50,11,19,400,52.6932
10/11/2013,9,50,13,22,400,49.9086
10/11/2013,18,51,14,28,400,44.5536
10/11/2013,15,52,14,37,400,35.7714
10/11/2013,20,49,14,42,500,28.917
10/11/2013,19,47,18,54,600,14.7798
10/11/2013,21,42,18,44,600,22.2768
10/11/2013,19,37,16,31,500,31.7016
10/11/2013,15,27,12,26,400,35.9856
10/11/2013,14,32,8,32,500,28.917
11/11/2013,17,25,12,43,600,17.7786
11/11/2013,14,27,17,32,400,25.2756
11/11/2013,6,19,18,26,400,31.4874
11/11/2013,12,25,15,28,600,28.7028
11/11/2013,17,27,22,37,700,20.7774
11/11/2013,19,30,24,44,700,12.2094
11/11/2013,18,25,21,36,600,19.9206
11/11/2013,14,32,38,34,500,23.3478
11/11/2013,20,38,24,38,700,20.5632
11/11/2013,15,33,23,30,600,26.9892
11/11/2013,11,18,23,22,400,38.9844
11/11/2013,11,24,23,18,400,47.124
11/11/2013,11,19,12,15,300,52.2648
11/11/2013,11,19,12,15,300,54.8352
11/11/2013,14,19,15,17,400,53.7642
11/11/2013,21,37,20,25,400,50.1228
11/11/2013,21,37,20,25,500,36.1998
11/11/2013,44,84,32,58,500,23.9904
11/11/2013,57,108,17,69,700,8.1396
11/11/2013,71,115,18,74,1000,2.9988
11/11/2013,88,118,21,73,1300,3.6414
11/11/2013,68,93,21,66,1200,4.284
11/11/2013,67,102,31,66,1400,2.9988
11/11/2013,91,136,25,68,2200,5.1408
12/11/2013,134,177,21,69,2750,7.2828
12/11/2013,127,159,19,65,2750,7.497
12/11/2013,128,154,17,63,2750,5.1408
12/11/2013,143,186,22,86,2750,4.9266
12/11/2013,133,161,27,86,2750,11.5668
12/11/2013,108,145,35,75,2600,10.0674
12/11/2013,49,50,42,59,1400,8.3538
12/11/2013,16,50,42,47,700,13.923
12/11/2013,24,31,42,48,800,14.3514
12/11/2013,27,37,42,39,700,23.7762
12/11/2013,23,33,42,30,600,35.343
12/11/2013,10,14,29,23,400,42.6258
12/11/2013,12,14,20,17,300,53.9784
12/11/2013,12,12,42,13,200,60.6186
12/11/2013,3,6,15,11,300,71.1144
12/11/2013,16,40,18,19,300,67.2588
12/11/2013,22,31,20,28,400,61.4754
12/11/2013,25,47,18,39,400,47.7666
12/11/2013,33,74,19,63,700,20.7774
12/11/2013,51,101,21,76,1000,8.1396
12/11/2013,69,97,29,76,1400,8.7822
12/11/2013,66,79,29,72,1400,7.7112
12/11/2013,60,72,29,71,1400,9.2106
12/11/2013,61,85,29,73,1300,8.568
13/11/2013,64,82,36,76,1200,9.639
13/11/2013,72,86,38,77,1200,8.1396
13/11/2013,78,100,32,72,1400,9.4248
13/11/2013,80,95,31,69,1400,8.3538
13/11/2013,77,105,27,68,1700,10.2816
13/11/2013,65,77,25,65,1500,9.4248
13/11/2013,67,73,27,64,1200,7.2828
13/11/2013,75,94,33,67,1700,8.1396
13/11/2013,101,122,33,70,2600,8.3538
13/11/2013,86,112,42,68,2100,6.8544
13/11/2013,86,112,42,68,2200,9.8532
13/11/2013,106,149,42,74,2500,10.9242
13/11/2013,112,149,42,81,2400,15.4224
13/11/2013,113,134,42,77,2400,19.9206
13/11/2013,129,142,42,84,2700,19.4922
13/11/2013,143,154,42,96,2600,16.065
13/11/2013,167,176,42,105,2600,12.2094
13/11/2013,169,184,42,106,2600,9.639
13/11/2013,183,194,42,111,2750,7.9254
13/11/2013,201,212,42,107,2750,8.3538
13/11/2013,182,212,42,93,2750,6.6402
13/11/2013,156,144,42,90,2750,5.9976
13/11/2013,141,129,42,88,2700,6.2118
13/11/2013,126,117,42,86,2600,8.1396
14/11/2013,146,117,39,87,2750,7.0686
14/11/2013,133,121,36,82,2600,6.2118
14/11/2013,133,121,29,80,2700,7.0686
14/11/2013,102,97,28,71,2000,9.2106
14/11/2013,37,50,16,61,700,11.9952
14/11/2013,18,39,11,42,600,26.775
14/11/2013,17,41,17,41,500,28.0602
14/11/2013,21,48,20,55,700,18.207
14/11/2013,29,68,24,63,1100,10.9242
14/11/2013,29,65,16,45,800,27.2034
14/11/2013,21,54,12,22,500,50.7654
14/11/2013,20,65,12,19,400,57.4056
14/11/2013,30,99,16,19,500,60.1902
14/11/2013,30,95,19,19,500,63.4032
14/11/2013,29,93,16,20,400,65.5452
14/11/2013,26,90,18,25,500,62.3322
14/11/2013,29,82,14,26,400,62.3322
14/11/2013,25,75,17,40,600,47.124
14/11/2013,42,91,25,63,1100,22.2768
14/11/2013,99,153,42,79,2200,14.7798
14/11/2013,115,177,42,82,2750,14.1372
14/11/2013,76,110,32,60,1700,11.781
14/11/2013,50,85,26,57,1700,10.4958
14/11/2013,75,103,31,69,1900,12.2094
15/11/2013,51,85,31,65,1300,8.9964
15/11/2013,56,92,37,65,1500,7.9254
15/11/2013,48,83,42,61,1100,7.2828
15/11/2013,40,84,42,66,1000,7.9254
15/11/2013,35,91,42,66,700,16.9218
15/11/2013,40,109,42,56,900,16.7076
15/11/2013,61,136,33,64,1800,6.2118
15/11/2013,63,126,28,60,1900,7.0686
15/11/2013,85,156,42,69,2400,9.8532
15/11/2013,82,163,42,70,2300,8.7822
15/11/2013,112,188,42,89,2700,10.4958
15/11/2013,141,237,42,82,2200,23.562
15/11/2013,65,157,23,22,500,59.1192
15/11/2013,58,162,18,17,400,71.757
15/11/2013,62,152,20,19,400,71.9712
15/11/2013,70,188,27,25,500,66.1878
15/11/2013,86,189,27,83,1100,22.9194
15/11/2013,81,165,38,94,1000,14.1372
15/11/2013,84,159,42,107,1100,8.9964
15/11/2013,102,182,42,112,2100,8.568
15/11/2013,120,186,42,102,2100,3.8556
15/11/2013,96,152,31,83,1400,1.071
15/11/2013,92,147,42,80,1200,1.7136
15/11/2013,94,154,41,81,1600,3.6414
16/11/2013,94,138,31,75,1500,1.9278
16/11/2013,90,142,34,68,1600,2.9988
16/11/2013,78,139,31,57,1200,7.7112
16/11/2013,84,171,29,49,800,14.3514
16/11/2013,85,240,15,30,400,34.272
16/11/2013,70,182,19,24,400,41.9832
16/11/2013,52,141,18,22,400,42.6258
16/11/2013,51,122,13,25,400,41.1264
16/11/2013,28,63,5,15,400,50.337
16/11/2013,17,40,4,13,300,56.763
16/11/2013,10,32,3,10,300,62.118
16/11/2013,13,53,6,11,300,58.6908
16/11/2013,3,56,1,6,200,67.6872
16/11/2013,10,26,1,6,200,69.4008
16/11/2013,11,28,2,6,200,68.3298
16/11/2013,5,24,4,7,200,65.5452
16/11/2013,5,28,5,7,200,63.4032
16/11/2013,9,29,10,8,300,58.6908
16/11/2013,9,18,12,9,300,52.479
16/11/2013,6,10,12,11,300,47.124
16/11/2013,8,9,4,13,300,43.4826
16/11/2013,7,8,7,13,300,47.5524
16/11/2013,7,6,7,14,300,51.1938
16/11/2013,5,6,19,17,300,44.982
17/11/2013,24,22,10,36,900,22.9194
17/11/2013,23,22,9,36,800,17.7786
17/11/2013,12,6,5,16,600,40.0554
17/11/2013,12,6,7,11,600,46.2672
17/11/2013,12,19,6,24,600,26.775
17/11/2013,21,23,8,34,900,13.7088
17/11/2013,18,29,18,33,1200,16.065
17/11/2013,32,53,23,40,1600,16.065
17/11/2013,30,40,30,43,1000,14.994
17/11/2013,21,26,14,33,700,23.562
17/11/2013,11,24,10,19,500,41.1264
17/11/2013,9,23,8,10,400,55.0494
17/11/2013,7,21,8,11,400,56.9772
17/11/2013,7,32,6,9,400,59.5476
17/11/2013,10,34,4,9,300,62.118
17/11/2013,11,39,4,8,300,62.3322
17/11/2013,9,25,3,9,300,60.1902
17/11/2013,7,27,3,9,300,58.6908
17/11/2013,9,25,4,12,400,54.621
17/11/2013,10,16,4,11,400,54.8352
17/11/2013,9,16,4,13,400,49.0518
17/11/2013,10,14,17,14,400,46.6956
17/11/2013,7,11,4,9,400,53.1216
17/11/2013,13,13,10,14,500,45.1962
18/11/2013,16,16,14,15,500,42.6258
18/11/2013,12,6,5,13,500,42.6258
18/11/2013,8,8,9,19,500,34.272
18/11/2013,6,7,12,16,300,37.9134
18/11/2013,5,6,8,16,300,44.7678
18/11/2013,9,10,10,12,300,44.5536
18/11/2013,7,9,6,10,200,46.6956
18/11/2013,7,10,7,12,300,46.4814
18/11/2013,8,19,10,20,400,34.4862
18/11/2013,11,15,8,13,300,43.4826
18/11/2013,7,14,9,8,200,52.6932
18/11/2013,11,15,8,6,200,55.9062
18/11/2013,7,11,5,6,200,56.5488
18/11/2013,9,9,4,7,200,58.4766
18/11/2013,6,10,8,7,200,57.4056
18/11/2013,5,9,16,8,200,58.6908
18/11/2013,7,11,16,8,200,61.047
18/11/2013,6,17,18,10,300,56.3346
18/11/2013,6,18,15,13,300,53.1216
18/11/2013,10,20,15,13,400,54.621
18/11/2013,6,19,21,14,300,49.4802
18/11/2013,7,16,17,11,200,53.55
18/11/2013,11,14,17,9,300,55.4778
18/11/2013,7,12,5,10,300,51.408
19/11/2013,11,6,7,9,300,48.4092
19/11/2013,11,11,12,14,400,40.698
19/11/2013,12,14,8,20,600,31.2732
19/11/2013,11,10,3,16,300,37.9134
19/11/2013,9,9,9,16,300,37.9134
19/11/2013,10,16,29,25,500,21.42
19/11/2013,11,20,36,32,500,12.4236
19/11/2013,11,20,36,32,500,15.2082
19/11/2013,14,21,42,32,600,15.8508
19/11/2013,16,14,42,27,600,22.9194
19/11/2013,19,16,42,22,600,31.059
19/11/2013,28,38,24,25,600,33.201
19/11/2013,34,41,39,28,600,34.9146
19/11/2013,30,37,35,26,600,38.3418
19/11/2013,35,42,39,32,600,34.7004
19/11/2013,36,47,31,34,600,32.9868
19/11/2013,36,49,24,38,700,28.4886
19/11/2013,36,55,20,42,700,21.6342
19/11/2013,43,58,29,46,800,13.923
19/11/2013,57,73,31,52,1100,9.4248
19/11/2013,64,73,25,49,1300,8.568
19/11/2013,55,63,26,47,1100,6.2118
19/11/2013,60,57,28,47,1200,5.355
19/11/2013,57,59,26,46,1100,5.5692
20/11/2013,51,54,25,47,1000,4.4982
20/11/2013,47,50,23,45,900,4.7124
20/11/2013,55,63,23,44,1300,7.2828
20/11/2013,75,76,14,45,1700,5.5692
20/11/2013,60,61,22,48,1600,4.0698
20/11/2013,38,40,17,40,1100,8.3538
20/11/2013,36,48,19,45,1300,4.0698
20/11/2013,36,43,32,46,1100,5.1408
20/11/2013,60,92,41,55,2750,8.568
20/11/2013,116,147,33,66,2750,8.1396
20/11/2013,134,145,42,79,2750,7.2828
20/11/2013,155,200,42,100,2750,6.8544
20/11/2013,109,121,42,77,1900,13.0662
20/11/2013,95,121,42,67,1400,21.2058
20/11/2013,45,52,22,36,700,40.2696
20/11/2013,33,38,14,30,500,45.6246
20/11/2013,36,49,20,36,600,39.8412
20/11/2013,39,52,18,43,600,30.4164
20/11/2013,54,69,20,60,1100,11.3526
20/11/2013,81,92,29,63,1700,7.2828
20/11/2013,58,70,21,52,1100,9.2106
20/11/2013,55,67,22,52,1100,9.4248
20/11/2013,61,71,27,50,1100,9.2106
20/11/2013,57,60,29,49,1000,6.8544
21/11/2013,63,76,22,49,1300,5.7834
21/11/2013,71,75,28,50,1900,4.9266
21/11/2013,54,54,21,48,1200,3.8556
21/11/2013,43,44,19,44,900,4.284
21/11/2013,47,62,20,44,1600,3.213
21/11/2013,38,45,24,46,1100,1.9278
21/11/2013,37,49,21,48,1400,4.7124
21/11/2013,26,33,25,42,800,7.7112
21/11/2013,55,80,38,51,2200,6.8544
21/11/2013,75,114,29,53,2200,6.426
21/11/2013,128,158,42,76,2750,11.5668
21/11/2013,132,159,42,68,2400,13.4946
21/11/2013,104,120,42,60,1800,16.9218
21/11/2013,85,101,42,58,1400,19.278
21/11/2013,75,85,42,52,1100,23.1336
21/11/2013,72,83,42,47,1000,28.0602
21/11/2013,62,76,42,45,800,25.9182
21/11/2013,55,83,42,60,1000,10.71
21/11/2013,82,118,42,83,1800,1.9278
21/11/2013,112,144,42,88,2400,5.9976
21/11/2013,85,101,37,64,1700,4.7124
21/11/2013,70,85,34,62,1400,3.213
21/11/2013,84,98,42,62,1700,1.7136
21/11/2013,75,84,42,59,1600,1.071
22/11/2013,74,78,36,54,1400,1.071
22/11/2013,57,69,27,53,1300,0.2142
22/11/2013,61,81,19,53,1600,2.3562
22/11/2013,83,105,17,53,2750,4.7124
22/11/2013,119,140,25,72,2750,6.2118
22/11/2013,93,103,22,57,2750,3.6414
22/11/2013,95,105,15,54,2750,3.8556
22/11/2013,123,156,29,72,2750,7.497
22/11/2013,143,166,39,79,2750,9.4248
22/11/2013,141,182,42,77,2750,8.7822
22/11/2013,160,219,42,94,2750,8.3538
22/11/2013,223,276.5,42,117,2750,7.9254
22/11/2013,223,276.5,42,117,2750,8.9964
22/11/2013,196,275,42,117,2750,10.2816
22/11/2013,137,176,42,111.2726,2750,14.5656
22/11/2013,101,134,42,101.2129,2560,20.1348
22/11/2013,110,118,42,96,2000,12
22/11/2013,102,111,42,97,1900,6
22/11/2013,115,128,42,99,2500,5
22/11/2013,137,142,42,94,2750,6
22/11/2013,125,127,42,90,2400,3
22/11/2013,113,112,42,90,2200,3
22/11/2013,121,119,42,91,2300,4
22/11/2013,121,118,42,90,2400,2
23/11/2013,117,121,42,86,2300,3
23/11/2013,105,108,40,84,2000,2
23/11/2013,108,118,42,87,2600,3
23/11/2013,131,137,41,86,2750,3
23/11/2013,99,94,38,80,2000,1
23/11/2013,111,118,38,79,2600,2
23/11/2013,158,181,30,99,2750,4
23/11/2013,148,157,23,92,2750,2
23/11/2013,185,212,42,105,2750,7
23/11/2013,223,256,42,114,2750,10
23/11/2013,127,133,42,60,2600,9
23/11/2013,53,58,42,32,900,23
23/11/2013,42,47,42,25,700,35
23/11/2013,24,55,13,18,500,50
23/11/2013,20,45,13,18,400,55
23/11/2013,20,38,18,30,500,42
23/11/2013,24,38,20,36,500,35
23/11/2013,32,53,19,45,700,23
23/11/2013,33,45,22,45,800,24
23/11/2013,51,66,35,55,1300,11
23/11/2013,52,60,42,52,1300,8
23/11/2013,56,62,42,51,1500,7
23/11/2013,72,90,42,56,2400,5
23/11/2013,84,96,42,52,2300,7
24/11/2013,107,118,42,60,2500,3
24/11/2013,58,83,39,42,1000,11
24/11/2013,54,71,39,49,900,4
24/11/2013,59,77,42,48,900,5
24/11/2013,53,76,42,48,800,10
24/11/2013,44,69,42,33,1000,23
24/11/2013,34,67,25,24,500,32
24/11/2013,39,70,39,33,700,22
24/11/2013,41,83,35,34,700,18
24/11/2013,46,107,30,38,800,14
24/11/2013,39,115,29,29,600,25
24/11/2013,52,165,18,27,600,29
24/11/2013,64,241,7,19,400,42
24/11/2013,71,220,7,18,400,44
24/11/2013,71,244,14,24,400,37
24/11/2013,77,244,14,23,400,38
24/11/2013,78,237,15,31,500,32
24/11/2013,83,209,20,40,700,21
24/11/2013,86,199,25,53,1200,9
24/11/2013,69,144,14,39,900,18
24/11/2013,44,100,12,29,600,29
24/11/2013,21,70,15,13,300,47
24/11/2013,21,40,12,16,400,44
24/11/2013,17,29,5,15,500,46
25/11/2013,21,39,9,33,500,20
25/11/2013,19,39,8,28,400,23
25/11/2013,12,33,9,31,400,19
25/11/2013,13,30,8,27,400,21
25/11/2013,15,30,11,20,400,30
25/11/2013,9,25,7,11,300,39
25/11/2013,10,16,9,9,300,39
25/11/2013,8,15,14,13,300,38
25/11/2013,13,24,34,24,400,25
25/11/2013,16,28,27,22,500,31
25/11/2013,13,27,21,18,500,38
25/11/2013,14,36,17,13,400,47
25/11/2013,18,26,13,13,400,50
25/11/2013,13,51,12,12,400,55
25/11/2013,18,65,11,14,400,52
25/11/2013,10,55,9,14,400,54
25/11/2013,11,46,10,18,400,51
25/11/2013,15,38,13,34,500,30
25/11/2013,45,55,30,50,1300,17
25/11/2013,64,73,34,56,1500,12
25/11/2013,61,66,31,46,1600,14
25/11/2013,25,30,17,26,800,24
25/11/2013,19,28,18,24,600,27
25/11/2013,24,35,16,35,800,17
26/11/2013,35,39,23,34,1000,15
26/11/2013,38,47,25,35,1100,12
26/11/2013,21,35,18,28,900,21
26/11/2013,41,56,23,43,1500,10
26/11/2013,20,29,11,23,600,34
26/11/2013,10,15,42,18,400,41
26/11/2013,10,15,42,18,400,36
26/11/2013,10,14,33,27,400,29
26/11/2013,11,17,30,25,400,31
26/11/2013,15,21,42,23,500,35
26/11/2013,7,14,26,10,300,55
26/11/2013,12,15,14,15,400,51
26/11/2013,13,39,15,13,400,55
26/11/2013,12,81,8,12,400,58
26/11/2013,15,67,4,10,300,62
26/11/2013,10,80,5,13,400,59
26/11/2013,14,77,3,12,300,60
26/11/2013,13,68,3,13,300,60
26/11/2013,12,69,3,11,300,62
26/11/2013,10,69,3,8,300,66
26/11/2013,7,58,3,6,300,65
26/11/2013,5,26,3,9,300,60
26/11/2013,5,62,2,4,200,66
26/11/2013,9,28,1,3,200,68
27/11/2013,10,20,2,5,200,67
27/11/2013,4,19,2,5,200,67
27/11/2013,6,14,2,5,200,64
27/11/2013,5,18,3,4,200,66
27/11/2013,3,18,3,4,200,53
27/11/2013,3,16,3,4,200,56
27/11/2013,4,15,4,7,200,50
27/11/2013,9,18,5,10,200,46
27/11/2013,9,16,4,13,300,43
27/11/2013,7,25,4,11,300,43
27/11/2013,7,24,5,8,200,46
27/11/2013,9,49,5,10,300,44
27/11/2013,15,58,5,11,300,43
27/11/2013,13,66,5,10,300,44
27/11/2013,10,56,5,10,300,46
27/11/2013,13,72,7,11,300,45
27/11/2013,10,90,6,15,300,42
27/11/2013,10,78,5,18,300,39
27/11/2013,12,55,6,17,300,40
27/11/2013,14,44,5,17,300,39
27/11/2013,6,32,4,11,300,46
27/11/2013,5,32,4,8,300,50
27/11/2013,7,24,4,9,300,48
27/11/2013,10,26,6,17,300,37
28/11/2013,13,23,5,14,300,43
28/11/2013,10,26,8,29,400,22
28/11/2013,6,25,9,24,300,28
28/11/2013,3,31,12,22,400,30
28/11/2013,8,33,12,20,300,32
28/11/2013,8,35,13,17,300,35
28/11/2013,6,76,16,18,300,34
28/11/2013,14,46,17,18,400,34
28/11/2013,6,24,10,16,400,39
28/11/2013,9,24,8,13,300,43
28/11/2013,12,41,6,10,300,47
28/11/2013,13,49,9,10,300,51
28/11/2013,11,52,11,11,400,52
28/11/2013,6,61,12,12,400,51
28/11/2013,15,49,14,15,500,49
28/11/2013,16,44,14,19,500,46
28/11/2013,12,50,11,17,500,50
28/11/2013,14,60,16,22,500,44
28/11/2013,12,42,13,25,500,39
28/11/2013,13,32,12,25,500,38
28/11/2013,12,28,12,20,500,43
28/11/2013,10,27,11,22,500,40
28/11/2013,12,23,18,16,500,46
28/11/2013,16,24,42,30,800,27
29/11/2013,17,23,42,23,600,35
29/11/2013,22,26,33,30,900,25
29/11/2013,23,35,28,34,1100,22
29/11/2013,16,20,27,20,800,39
29/11/2013,17,22,42,27,800,30
29/11/2013,23,22,42,35,1100,20
29/11/2013,11,24,23,20,500,41
29/11/2013,16,22,30,23,600,40
29/11/2013,21,31,37,31,800,30
29/11/2013,25,32,29,31,800,32
29/11/2013,41,57,33,40,1100,24
29/11/2013,16,27,22,19,600,48
29/11/2013,16,23,19,17,500,54
29/11/2013,23,31,24,17,500,52
29/11/2013,20,33,25,18,500,51
29/11/2013,24,33,28,21,600,49
29/11/2013,29,41,35,29,700,37
29/11/2013,34,51,39,45,800,17
29/11/2013,79,83,42,58,1900,6
29/11/2013,66,74,42,61,1800,4
29/11/2013,64,69,42,59,1700,5
29/11/2013,71,74,42,62,2300,6
29/11/2013,116,111,42,69,2750,8
29/11/2013,64,69,42,56,1500,6
30/11/2013,85,87,42,63,2000,4
30/11/2013,42,43,42,44,1100,8
30/11/2013,36,42,42,41,1000,12
30/11/2013,33,44,42,42,700,12
30/11/2013,33,45,40,42,700,16
30/11/2013,35,42,42,43,900,16
30/11/2013,28,45,41,35,700,24
30/11/2013,26,40,35,29,600,30
30/11/2013,25,47,42,33,700,27
30/11/2013,24,40,42,29,700,31
30/11/2013,21,33,42,22,600,37
30/11/2013,15,28,29,14,400,49
30/11/2013,12,27,28,15,400,52
30/11/2013,18,26,35,15,400,57
30/11/2013,18,28,21,18,400,53
30/11/2013,15,30,11,21,400,54
30/11/2013,14,34,14,18,400,62
30/11/2013,13,36,19,23,400,52
30/11/2013,20,42,22,31,500,43
30/11/2013,26,39,34,37,700,35
30/11/2013,27,39,42,37,800,29
30/11/2013,28,35,42,46,800,18
30/11/2013,20,28,39,26,500,42
30/11/2013,25,33,32,31,700,35
01/12/2013,30,34,42,30,700,33.8436
01/12/2013,25,34,42,33,600,31
01/12/2013,25,32,42,30,700,33
01/12/2013,28,31,42,35,700,27
01/12/2013,25,30,42,34,700,27
01/12/2013,24,29,42,38,900,22
01/12/2013,19,24,42,33,800,30
01/12/2013,25,27,42,36,800,26
01/12/2013,24,33,42,44,900,17
01/12/2013,31,39,42,39,900,23
01/12/2013,25,40,30,24,500,47
01/12/2013,26,42,24,19,400,59
01/12/2013,26,49,21,16,400,65
01/12/2013,23,27,21,16,400,65
01/12/2013,23,26,23,20,500,62
01/12/2013,24,24,21,22,400,64
01/12/2013,22,28,22,24,500,59
01/12/2013,22,36,24,34,600,43
01/12/2013,114,135,42,90,2200,10
01/12/2013,140,145,42,95,2100,9
01/12/2013,159,156,42,88,2750,11
01/12/2013,112,122,42,77,2500,9
01/12/2013,105,111,42,72,2700,12
01/12/2013,111,107,42,68,2750,11
02/12/2013,126,122,42,68,2750,12
02/12/2013,158,138,42,67,2750,15
02/12/2013,123,123,42,61,2750,14
02/12/2013,153,160,42,67,2750,14
02/12/2013,121,143,42,69,2750,13
